created_at,has_consented,is_listening,frequency,context,when,how,platform,utility,track_genre,duration,energy,tempo,feeling,is_live,quality,curiosity,age_range,gender,position
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",1.0,"['cd', 'radio']","['spotify', 'soundcloud']","['faire la fête', 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'jazz']",5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 55 et 64 ans,femme,formation
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],1.0,['streaming'],"['deezer', 'youtube music']","[""s'échapper"", 'se mettre dans sa bulle']",['pop'],2.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 45 et 54 ans,femme,commerce & services
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",1.0,['téléchargements'],['deezer'],"[""s'échapper"", 'danser']","['pop', 'rock', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 45 et 54 ans,femme,santé
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête', 'autre']",3.0,['radio'],['deezer'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se mettre dans sa bulle']","['pop', 'rock', 'latino', 'variétés']",5.0,avec des paroles,2.0,positives,oui,4.0,4.0,entre 45 et 54 ans,femme,taxis
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'entre amis', 'en fête']",3.0,"['cd', 'radio']","[""je n'écoute pas sur une platforme de streaming""]","['passer le temps', ""s'échapper"", 'se mettre dans sa bulle']",['classique'],11.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 55 et 64 ans,femme,éducation
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille']",4.0,['you tube'],['youtube music'],"[""s'échapper""]","['pop', 'rap', 'rock', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,4.0,2.0,entre 45 et 54 ans,femme,commerce & services
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille', 'en fête']",1.0,['streaming'],['youtube music'],"['passer le temps', 'faire la fête', ""s'échapper""]","['pop', 'rock', 'variétés française']",5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 45 et 54 ans,femme,commerce & services
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],1.0,"['vinyle', 'radio']",['youtube music'],"[""s'échapper""]","['pop', 'latino']",5.0,avec des paroles,2.0,positives,non,4.0,4.0,entre 45 et 54 ans,femme,santé
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis']",1.0,['radio'],"[""je n'écoute pas sur une platforme de streaming""]","['passer le temps', ""s'échapper""]","['pop', 'rock', 'dance - electro']",11.0,avec des paroles,2.0,positives,non,4.0,4.0,entre 45 et 54 ans,femme,éducation
2025-10-10,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille']",1.0,"['streaming', 'téléchargements']",['spotify'],"[""s'échapper""]","['pop', 'rap', 'soul-r&b', 'reggae']",11.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 55 et 64 ans,femme,retraite
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille', 'en fête']",1.0,['cd'],"[""je n'écoute pas sur une platforme de streaming""]","[""s'échapper""]",['pop'],11.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 55 et 64 ans,femme,préfère ne pas dire
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",1.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se mettre dans sa bulle']","['rap', 'dance - electro', 'jazz']",5.0,avec des paroles,1.0,positives,oui,3.0,3.0,entre 45 et 54 ans,femme,santé
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,['seul(e)'],3.0,['cd'],"[""je n'écoute pas sur une platforme de streaming""]","[""s'échapper""]",['parolier'],11.0,avec des paroles,1.0,positives,oui,3.0,3.0,65 ans et +,femme,retraite
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,['u'],"['spotify', 'youtube music']","[""s'échapper"", 'danser', 'se mettre dans sa bulle']","['dance - electro', 'latino']",5.0,avec une voix mais en fond,3.0,positives,non,3.0,3.0,entre 45 et 54 ans,femme,éducation
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['téléchargements'],['youtube music'],"[""s'échapper"", 'se mettre dans sa bulle']",['classique'],11.0,avec des paroles,2.0,positives,oui,3.0,2.0,entre 45 et 54 ans,femme,construction & industrie
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille', 'en fête']",3.0,['streaming'],['deezer'],"['passer le temps', 'faire la fête', 'danser']","['pop', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 35 et 44 ans,femme,santé
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'en fête']",4.0,['téléchargements'],"[""je n'écoute pas sur une platforme de streaming""]","['passer le temps', 'faire la fête', 'danser', 'se concentrer']","['rock', 'dance - electro']",2.0,avec des paroles,2.0,positives,non,4.0,2.0,entre 35 et 44 ans,femme,arts & médias
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille']",1.0,['streaming'],"['spotify', 'deezer', 'youtube music']","['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se mettre dans sa bulle']","['pop', 'rap', 'latino', 'soul-r&b']",11.0,avec des paroles,2.0,positives,oui,3.0,4.0,entre 55 et 64 ans,femme,santé
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête', 'autre']",4.0,"['streaming', 'cd', 'téléchargements']",['youtube music'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser']","['classique', 'rock', 'jazz', 'latino', 'soul-r&b', 'reggae']",5.0,avec des paroles,1.0,positives,oui,3.0,4.0,entre 45 et 54 ans,femme,santé
2025-10-11,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['radio'],"[""je n'écoute pas sur une platforme de streaming""]",['passer le temps'],['français'],2.0,avec des paroles,2.0,tristes,non,3.0,3.0,entre 45 et 54 ans,femme,service
2025-10-12,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",3.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer']","['rock', 'jazz', 'soul-r&b']",5.0,avec une voix mais en fond,2.0,positives,oui,4.0,4.0,entre 45 et 54 ans,femme,santé
2025-10-12,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['streaming'],['deezer'],"['passer le temps', ""s'échapper""]",['rock'],11.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 45 et 54 ans,homme,construction & industrie
2025-10-13,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête', 'autre']",4.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'jazz', 'latino', 'soul-r&b', 'reggae', 'kpop']",5.0,avec une voix mais en fond,2.0,positives,non,4.0,4.0,entre 25 et 34 ans,homme,éducation
2025-10-14,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",4.0,"['streaming', 'téléchargements']",['spotify'],"['se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'techno']",5.0,"avec une voix mais en fond,  avec des paroles",3.0,tristes,non,3.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-15,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",4.0,['streaming'],"['youtube music', 'soundcloud']","['faire la fête', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'rock', 'dance - electro', 'jazz']",5.0,avec une voix mais en fond,2.0,positives,non,3.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-15,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,['streaming'],"['spotify', 'soundcloud']","[""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'dance - electro', 'jazz', 'reggae', 'techno']",11.0,"uniquement instrumentaux,  avec une voix mais en fond",3.0,tristes,oui,3.0,4.0,entre 19 et 24 ans,homme,étudiant
2025-10-15,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",1.0,['streaming'],['youtube music'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser']","['pop', 'rap']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 13 et 18 ans,homme,arts & médias
2025-10-16,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête', 'autre']",1.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'rock', 'dance - electro']",5.0,"uniquement instrumentaux,  avec des paroles",2.0,positives,oui,3.0,3.0,entre 13 et 18 ans,homme,arts & médias
2025-10-16,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'entre amis']",4.0,"['streaming', 'cd']",['youtube music'],"['passer le temps', 'se mettre dans sa bulle']","['classique', 'pop', 'dance - electro', 'latino']",5.0,"uniquement instrumentaux,  avec une voix mais en fond,  avec des paroles",2.0,positives,non,4.0,3.0,entre 25 et 34 ans,homme,éducation
2025-10-17,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête', 'autre']",4.0,"['streaming', 'vinyle', 'cd', 'téléchargements']","['deezer', 'youtube revanced']","['passer le temps', 'se mettre dans sa bulle', 'pour en faire']","['rock', 'eurobeat']",5.0,"uniquement instrumentaux,  avec une voix mais en fond,  avec des paroles",3.0,positives,oui,3.0,3.0,entre 13 et 18 ans,homme,technologie & informatique
2025-10-18,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'en fête']",3.0,['radio'],"[""je n'écoute pas sur une platforme de streaming""]","['passer le temps', 'fond musical  pendant  le travail ou au volant  de ma voiture']","['classique', 'pop', 'rock', 'jazz', 'latino', 'soul-r&b', 'reggae']",10.0,"avec une voix mais en fond,  avec des paroles",2.0,positives,non,3.0,3.0,entre 55 et 64 ans,homme,construction & industrie
2025-10-18,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,['seul(e)'],4.0,['téléchargements'],['youtube music'],['se mettre dans sa bulle'],"['classique', 'rap', 'rock', 'dance - electro', 'reggae']",5.0,"avec une voix mais en fond,  avec des paroles",1.0,tristes,non,3.0,4.0,entre 19 et 24 ans,homme,etudiant en sciences
2025-10-20,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",4.0,"['streaming', 'vinyle', 'cd']",['spotify'],"['faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rock', 'soul-r&b']",5.0,avec des paroles,1.0,tristes,oui,3.0,3.0,entre 19 et 24 ans,homme,arts & médias
2025-10-21,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête', 'autre']",4.0,"['streaming', 'vinyle', 'cd', 'téléchargements']","['youtube music', 'apple music']","['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rap', 'dance - electro', 'jazz', 'latino', 'soul-r&b']",5.0,"uniquement instrumentaux,  avec une voix mais en fond,  avec des paroles",2.0,positives,oui,3.0,4.0,entre 13 et 18 ans,homme,étudiant
2025-10-22,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,['seul(e)'],3.0,['mp3 de musique chargée à partir de cd'],"[""je n'écoute pas sur une platforme de streaming""]","['passer le temps', 'se mettre dans sa bulle', 'mp3 utilisé pendant la natation en piscine.']","['pop', 'jazz', 'soul-r&b', 'parodique (les goguettes)']",5.0,avec des paroles,2.0,tristes,oui,3.0,2.0,entre 45 et 54 ans,femme,santé
2025-10-24,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",3.0,['streaming'],"['deezer', 'soundcloud']","['faire la fête', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'rock', 'dance - electro', 'latino']",5.0,"uniquement instrumentaux,  avec des paroles",2.0,positives,non,4.0,4.0,entre 19 et 24 ans,homme,santé
2025-10-28,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",1.0,"['streaming', 'téléchargements']",['spotify'],"['faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'rock', 'dance - electro']",5.0,avec des paroles,1.0,positives,non,4.0,4.0,entre 25 et 34 ans,homme,éducation
2025-10-28,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête', 'autre']",4.0,['streaming'],['deezer'],"['faire la fête', 'se concentrer']",['rap'],5.0,avec des paroles,2.0,positives,non,4.0,2.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-28,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille']",4.0,"['streaming', 'vinyle']",['deezer'],"[""s'échapper"", 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'jazz', 'soul-r&b', 'variété française']",5.0,"uniquement instrumentaux,  avec une voix mais en fond,  avec des paroles",1.0,positives,oui,4.0,4.0,entre 55 et 64 ans,homme,technologie & informatique
